section,episode_view,symbol,event_family,side,scale,representation,field,metric,value,event_n,control_n,note
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w32_range_atr,no_symbol_concentration,0,4,,8H_pool=0.297498768; 24H_pool=0.532886192
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w32_range_atr,leave_one_symbol_out,1,4,,8H_pool=0.297498768; 24H_pool=0.532886192
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w32_range_atr,merge_view_sign,1,4,,8H_pool=0.297498768; 24H_pool=0.532886192
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w32_range_atr,history_validity_exclusions,0,4,,8H_pool=0.297498768; 24H_pool=0.532886192
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w32_range_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w4_displacement_atr,sufficient_support,1,4,,8H_pool=0.9871543535; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w4_displacement_atr,sign_consistency,1,4,,8H_pool=0.9871543535; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w4_displacement_atr,no_symbol_concentration,1,4,,8H_pool=0.9871543535; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w4_displacement_atr,leave_one_symbol_out,1,4,,8H_pool=0.9871543535; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w4_displacement_atr,merge_view_sign,1,4,,8H_pool=0.9871543535; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w4_displacement_atr,history_validity_exclusions,0,4,,8H_pool=0.9871543535; 24H_pool=1.161504665
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w4_displacement_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w4_range_atr,sufficient_support,1,4,,8H_pool=1.062598424; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w4_range_atr,sign_consistency,1,4,,8H_pool=1.062598424; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w4_range_atr,no_symbol_concentration,1,4,,8H_pool=1.062598424; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w4_range_atr,leave_one_symbol_out,1,4,,8H_pool=1.062598424; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w4_range_atr,merge_view_sign,1,4,,8H_pool=1.062598424; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w4_range_atr,history_validity_exclusions,0,4,,8H_pool=1.062598424; 24H_pool=1.274451715
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w4_range_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w8_displacement_atr,sufficient_support,1,4,,8H_pool=0.953889435; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w8_displacement_atr,sign_consistency,1,4,,8H_pool=0.953889435; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w8_displacement_atr,no_symbol_concentration,1,4,,8H_pool=0.953889435; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w8_displacement_atr,leave_one_symbol_out,1,4,,8H_pool=0.953889435; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w8_displacement_atr,merge_view_sign,1,4,,8H_pool=0.953889435; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w8_displacement_atr,history_validity_exclusions,0,4,,8H_pool=0.953889435; 24H_pool=1.16456812
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w8_displacement_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w8_range_atr,sufficient_support,1,4,,8H_pool=0.9685002073; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w8_range_atr,sign_consistency,1,4,,8H_pool=0.9685002073; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w8_range_atr,no_symbol_concentration,1,4,,8H_pool=0.9685002073; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w8_range_atr,leave_one_symbol_out,1,4,,8H_pool=0.9685002073; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w8_range_atr,merge_view_sign,1,4,,8H_pool=0.9685002073; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w8_range_atr,history_validity_exclusions,0,4,,8H_pool=0.9685002073; 24H_pool=1.19073931
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,CONFIRMED_DIRECTION_CHANGE,w8_range_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,age_bars,sufficient_support,1,4,,8H_pool=0.746383047; 24H_pool=0.5908330587
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,age_bars,sign_consistency,1,4,,8H_pool=0.746383047; 24H_pool=0.5908330587
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,age_bars,no_symbol_concentration,1,4,,8H_pool=0.746383047; 24H_pool=0.5908330587
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,age_bars,leave_one_symbol_out,1,4,,8H_pool=0.746383047; 24H_pool=0.5908330587
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,age_bars,merge_view_sign,1,4,,8H_pool=0.746383047; 24H_pool=0.5908330587
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,age_bars,history_validity_exclusions,0,4,,8H_pool=0.746383047; 24H_pool=0.5908330587
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,age_bars,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,close_location,sufficient_support,1,4,,8H_pool=0.07084704198; 24H_pool=0.03308951269
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,close_location,sign_consistency,0,4,,8H_pool=0.07084704198; 24H_pool=0.03308951269
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,close_location,no_symbol_concentration,0,4,,8H_pool=0.07084704198; 24H_pool=0.03308951269
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,close_location,leave_one_symbol_out,1,4,,8H_pool=0.07084704198; 24H_pool=0.03308951269
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,close_location,merge_view_sign,1,4,,8H_pool=0.07084704198; 24H_pool=0.03308951269
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,close_location,history_validity_exclusions,0,4,,8H_pool=0.07084704198; 24H_pool=0.03308951269
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,close_location,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,displacement_atr,sufficient_support,1,4,,8H_pool=0.8548348925; 24H_pool=0.8578067631
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,displacement_atr,sign_consistency,1,4,,8H_pool=0.8548348925; 24H_pool=0.8578067631
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,displacement_atr,no_symbol_concentration,1,4,,8H_pool=0.8548348925; 24H_pool=0.8578067631
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,displacement_atr,leave_one_symbol_out,1,4,,8H_pool=0.8548348925; 24H_pool=0.8578067631
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,displacement_atr,merge_view_sign,1,4,,8H_pool=0.8548348925; 24H_pool=0.8578067631
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,displacement_atr,history_validity_exclusions,0,4,,8H_pool=0.8548348925; 24H_pool=0.8578067631
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,displacement_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,efficiency,sufficient_support,1,4,,8H_pool=0.09812105017; 24H_pool=0.07595509519
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,efficiency,sign_consistency,1,4,,8H_pool=0.09812105017; 24H_pool=0.07595509519
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,efficiency,no_symbol_concentration,1,4,,8H_pool=0.09812105017; 24H_pool=0.07595509519
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,efficiency,leave_one_symbol_out,1,4,,8H_pool=0.09812105017; 24H_pool=0.07595509519
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,efficiency,merge_view_sign,1,4,,8H_pool=0.09812105017; 24H_pool=0.07595509519
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,efficiency,history_validity_exclusions,0,4,,8H_pool=0.09812105017; 24H_pool=0.07595509519
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,efficiency,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,sufficient_support,1,4,,8H_pool=0.746383047; 24H_pool=0.5908330587
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,sign_consistency,1,4,,8H_pool=0.746383047; 24H_pool=0.5908330587
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,no_symbol_concentration,1,4,,8H_pool=0.746383047; 24H_pool=0.5908330587
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,leave_one_symbol_out,1,4,,8H_pool=0.746383047; 24H_pool=0.5908330587
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,merge_view_sign,1,4,,8H_pool=0.746383047; 24H_pool=0.5908330587
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,history_validity_exclusions,0,4,,8H_pool=0.746383047; 24H_pool=0.5908330587
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,range_atr,sufficient_support,1,4,,8H_pool=1.093120609; 24H_pool=1.165036191
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,range_atr,sign_consistency,1,4,,8H_pool=1.093120609; 24H_pool=1.165036191
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,range_atr,no_symbol_concentration,1,4,,8H_pool=1.093120609; 24H_pool=1.165036191
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,range_atr,leave_one_symbol_out,1,4,,8H_pool=1.093120609; 24H_pool=1.165036191
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,range_atr,merge_view_sign,1,4,,8H_pool=1.093120609; 24H_pool=1.165036191
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,range_atr,history_validity_exclusions,0,4,,8H_pool=1.093120609; 24H_pool=1.165036191
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,range_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,sufficient_support,1,4,,8H_pool=0.2722911127; 24H_pool=0.2805837251
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,sign_consistency,1,4,,8H_pool=0.2722911127; 24H_pool=0.2805837251
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,no_symbol_concentration,1,4,,8H_pool=0.2722911127; 24H_pool=0.2805837251
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,leave_one_symbol_out,1,4,,8H_pool=0.2722911127; 24H_pool=0.2805837251
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,merge_view_sign,1,4,,8H_pool=0.2722911127; 24H_pool=0.2805837251
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,history_validity_exclusions,0,4,,8H_pool=0.2722911127; 24H_pool=0.2805837251
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,sufficient_support,1,4,,8H_pool=1.476664323; 24H_pool=1.614449867
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,sign_consistency,1,4,,8H_pool=1.476664323; 24H_pool=1.614449867
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,no_symbol_concentration,1,4,,8H_pool=1.476664323; 24H_pool=1.614449867
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,leave_one_symbol_out,1,4,,8H_pool=1.476664323; 24H_pool=1.614449867
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,merge_view_sign,1,4,,8H_pool=1.476664323; 24H_pool=1.614449867
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,history_validity_exclusions,0,4,,8H_pool=1.476664323; 24H_pool=1.614449867
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,sufficient_support,1,4,,8H_pool=0.2930884693; 24H_pool=0.532886192
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,sign_consistency,0,4,,8H_pool=0.2930884693; 24H_pool=0.532886192
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,no_symbol_concentration,0,4,,8H_pool=0.2930884693; 24H_pool=0.532886192
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,leave_one_symbol_out,1,4,,8H_pool=0.2930884693; 24H_pool=0.532886192
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,merge_view_sign,1,4,,8H_pool=0.2930884693; 24H_pool=0.532886192
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,history_validity_exclusions,0,4,,8H_pool=0.2930884693; 24H_pool=0.532886192
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,sufficient_support,1,4,,8H_pool=0.9883765987; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,sign_consistency,1,4,,8H_pool=0.9883765987; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,no_symbol_concentration,1,4,,8H_pool=0.9883765987; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,leave_one_symbol_out,1,4,,8H_pool=0.9883765987; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,merge_view_sign,1,4,,8H_pool=0.9883765987; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,history_validity_exclusions,0,4,,8H_pool=0.9883765987; 24H_pool=1.161504665
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,sufficient_support,1,4,,8H_pool=1.070212443; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,sign_consistency,1,4,,8H_pool=1.070212443; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,no_symbol_concentration,1,4,,8H_pool=1.070212443; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,leave_one_symbol_out,1,4,,8H_pool=1.070212443; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,merge_view_sign,1,4,,8H_pool=1.070212443; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,history_validity_exclusions,0,4,,8H_pool=1.070212443; 24H_pool=1.274451715
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,sufficient_support,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,sign_consistency,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,no_symbol_concentration,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,leave_one_symbol_out,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,merge_view_sign,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,history_validity_exclusions,0,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,sufficient_support,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,sign_consistency,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,no_symbol_concentration,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,leave_one_symbol_out,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,merge_view_sign,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,history_validity_exclusions,0,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,age_bars,sufficient_support,1,4,,8H_pool=0; 24H_pool=0
