section,episode_view,symbol,event_family,side,scale,representation,field,metric,value,event_n,control_n,note
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,age_bars,sign_consistency,0,4,,8H_pool=0; 24H_pool=0
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,age_bars,no_symbol_concentration,0,4,,8H_pool=0; 24H_pool=0
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,age_bars,leave_one_symbol_out,1,4,,8H_pool=0; 24H_pool=0
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,age_bars,merge_view_sign,1,4,,8H_pool=0; 24H_pool=0
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,age_bars,history_validity_exclusions,0,4,,8H_pool=0; 24H_pool=0
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,age_bars,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,close_location,sufficient_support,1,4,,8H_pool=0.06784402809; 24H_pool=0.03977281943
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,close_location,sign_consistency,1,4,,8H_pool=0.06784402809; 24H_pool=0.03977281943
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,close_location,no_symbol_concentration,0,4,,8H_pool=0.06784402809; 24H_pool=0.03977281943
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,close_location,leave_one_symbol_out,1,4,,8H_pool=0.06784402809; 24H_pool=0.03977281943
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,close_location,merge_view_sign,1,4,,8H_pool=0.06784402809; 24H_pool=0.03977281943
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,close_location,history_validity_exclusions,0,4,,8H_pool=0.06784402809; 24H_pool=0.03977281943
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,close_location,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,displacement_atr,sufficient_support,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,displacement_atr,sign_consistency,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,displacement_atr,no_symbol_concentration,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,displacement_atr,leave_one_symbol_out,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,displacement_atr,merge_view_sign,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,displacement_atr,history_validity_exclusions,0,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,displacement_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,efficiency,sufficient_support,1,4,,8H_pool=0.08333121527; 24H_pool=0.1024276244
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,efficiency,sign_consistency,1,4,,8H_pool=0.08333121527; 24H_pool=0.1024276244
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,efficiency,no_symbol_concentration,1,4,,8H_pool=0.08333121527; 24H_pool=0.1024276244
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,efficiency,leave_one_symbol_out,1,4,,8H_pool=0.08333121527; 24H_pool=0.1024276244
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,efficiency,merge_view_sign,1,4,,8H_pool=0.08333121527; 24H_pool=0.1024276244
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,efficiency,history_validity_exclusions,0,4,,8H_pool=0.08333121527; 24H_pool=0.1024276244
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,efficiency,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,origin_disagreement_bars,sufficient_support,1,4,,8H_pool=0; 24H_pool=0
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,origin_disagreement_bars,sign_consistency,0,4,,8H_pool=0; 24H_pool=0
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,origin_disagreement_bars,no_symbol_concentration,0,4,,8H_pool=0; 24H_pool=0
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,origin_disagreement_bars,leave_one_symbol_out,1,4,,8H_pool=0; 24H_pool=0
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,origin_disagreement_bars,merge_view_sign,1,4,,8H_pool=0; 24H_pool=0
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,origin_disagreement_bars,history_validity_exclusions,0,4,,8H_pool=0; 24H_pool=0
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,origin_disagreement_bars,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,range_atr,sufficient_support,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,range_atr,sign_consistency,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,range_atr,no_symbol_concentration,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,range_atr,leave_one_symbol_out,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,range_atr,merge_view_sign,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,range_atr,history_validity_exclusions,0,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,range_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,recent_slope_atr,sufficient_support,1,4,,8H_pool=0.3294588662; 24H_pool=0.3871682216
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,recent_slope_atr,sign_consistency,1,4,,8H_pool=0.3294588662; 24H_pool=0.3871682216
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,recent_slope_atr,no_symbol_concentration,1,4,,8H_pool=0.3294588662; 24H_pool=0.3871682216
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,recent_slope_atr,leave_one_symbol_out,1,4,,8H_pool=0.3294588662; 24H_pool=0.3871682216
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,recent_slope_atr,merge_view_sign,1,4,,8H_pool=0.3294588662; 24H_pool=0.3871682216
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,recent_slope_atr,history_validity_exclusions,0,4,,8H_pool=0.3294588662; 24H_pool=0.3871682216
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,recent_slope_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w32_displacement_atr,sufficient_support,1,4,,8H_pool=1.476664323; 24H_pool=1.614449867
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w32_displacement_atr,sign_consistency,1,4,,8H_pool=1.476664323; 24H_pool=1.614449867
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w32_displacement_atr,no_symbol_concentration,1,4,,8H_pool=1.476664323; 24H_pool=1.614449867
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w32_displacement_atr,leave_one_symbol_out,1,4,,8H_pool=1.476664323; 24H_pool=1.614449867
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w32_displacement_atr,merge_view_sign,1,4,,8H_pool=1.476664323; 24H_pool=1.614449867
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w32_displacement_atr,history_validity_exclusions,0,4,,8H_pool=1.476664323; 24H_pool=1.614449867
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w32_displacement_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w32_range_atr,sufficient_support,1,4,,8H_pool=0.2930884693; 24H_pool=0.532886192
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w32_range_atr,sign_consistency,0,4,,8H_pool=0.2930884693; 24H_pool=0.532886192
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w32_range_atr,no_symbol_concentration,0,4,,8H_pool=0.2930884693; 24H_pool=0.532886192
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w32_range_atr,leave_one_symbol_out,1,4,,8H_pool=0.2930884693; 24H_pool=0.532886192
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w32_range_atr,merge_view_sign,1,4,,8H_pool=0.2930884693; 24H_pool=0.532886192
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w32_range_atr,history_validity_exclusions,0,4,,8H_pool=0.2930884693; 24H_pool=0.532886192
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w32_range_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w4_displacement_atr,sufficient_support,1,4,,8H_pool=0.9883765987; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w4_displacement_atr,sign_consistency,1,4,,8H_pool=0.9883765987; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w4_displacement_atr,no_symbol_concentration,1,4,,8H_pool=0.9883765987; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w4_displacement_atr,leave_one_symbol_out,1,4,,8H_pool=0.9883765987; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w4_displacement_atr,merge_view_sign,1,4,,8H_pool=0.9883765987; 24H_pool=1.161504665
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w4_displacement_atr,history_validity_exclusions,0,4,,8H_pool=0.9883765987; 24H_pool=1.161504665
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w4_displacement_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w4_range_atr,sufficient_support,1,4,,8H_pool=1.070212443; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w4_range_atr,sign_consistency,1,4,,8H_pool=1.070212443; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w4_range_atr,no_symbol_concentration,1,4,,8H_pool=1.070212443; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w4_range_atr,leave_one_symbol_out,1,4,,8H_pool=1.070212443; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w4_range_atr,merge_view_sign,1,4,,8H_pool=1.070212443; 24H_pool=1.274451715
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w4_range_atr,history_validity_exclusions,0,4,,8H_pool=1.070212443; 24H_pool=1.274451715
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w4_range_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w8_displacement_atr,sufficient_support,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w8_displacement_atr,sign_consistency,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w8_displacement_atr,no_symbol_concentration,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w8_displacement_atr,leave_one_symbol_out,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w8_displacement_atr,merge_view_sign,1,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w8_displacement_atr,history_validity_exclusions,0,4,,8H_pool=0.9541424506; 24H_pool=1.16456812
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w8_displacement_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w8_range_atr,sufficient_support,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w8_range_atr,sign_consistency,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w8_range_atr,no_symbol_concentration,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w8_range_atr,leave_one_symbol_out,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w8_range_atr,merge_view_sign,1,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w8_range_atr,history_validity_exclusions,0,4,,8H_pool=0.9755491684; 24H_pool=1.19073931
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,FIXED_8,w8_range_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,age_bars,sufficient_support,1,4,,8H_pool=0.2250911804; 24H_pool=0.07569083507
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,age_bars,sign_consistency,0,4,,8H_pool=0.2250911804; 24H_pool=0.07569083507
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,age_bars,no_symbol_concentration,1,4,,8H_pool=0.2250911804; 24H_pool=0.07569083507
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,age_bars,leave_one_symbol_out,1,4,,8H_pool=0.2250911804; 24H_pool=0.07569083507
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,age_bars,merge_view_sign,1,4,,8H_pool=0.2250911804; 24H_pool=0.07569083507
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,age_bars,history_validity_exclusions,0,4,,8H_pool=0.2250911804; 24H_pool=0.07569083507
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,age_bars,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,close_location,sufficient_support,1,4,,8H_pool=0.07389751677; 24H_pool=0.02109289921
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,close_location,sign_consistency,0,4,,8H_pool=0.07389751677; 24H_pool=0.02109289921
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,close_location,no_symbol_concentration,0,4,,8H_pool=0.07389751677; 24H_pool=0.02109289921
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,close_location,leave_one_symbol_out,0,4,,8H_pool=0.07389751677; 24H_pool=0.02109289921
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,close_location,merge_view_sign,1,4,,8H_pool=0.07389751677; 24H_pool=0.02109289921
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,close_location,history_validity_exclusions,0,4,,8H_pool=0.07389751677; 24H_pool=0.02109289921
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,close_location,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,displacement_atr,sufficient_support,1,4,,8H_pool=0.5319975849; 24H_pool=0.4939690226
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,displacement_atr,sign_consistency,1,4,,8H_pool=0.5319975849; 24H_pool=0.4939690226
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,displacement_atr,no_symbol_concentration,1,4,,8H_pool=0.5319975849; 24H_pool=0.4939690226
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,displacement_atr,leave_one_symbol_out,1,4,,8H_pool=0.5319975849; 24H_pool=0.4939690226
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,displacement_atr,merge_view_sign,1,4,,8H_pool=0.5319975849; 24H_pool=0.4939690226
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,displacement_atr,history_validity_exclusions,0,4,,8H_pool=0.5319975849; 24H_pool=0.4939690226
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,displacement_atr,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,efficiency,sufficient_support,1,4,,8H_pool=0.0931397305; 24H_pool=0.05646233426
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,efficiency,sign_consistency,1,4,,8H_pool=0.0931397305; 24H_pool=0.05646233426
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,efficiency,no_symbol_concentration,1,4,,8H_pool=0.0931397305; 24H_pool=0.05646233426
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,efficiency,leave_one_symbol_out,1,4,,8H_pool=0.0931397305; 24H_pool=0.05646233426
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,efficiency,merge_view_sign,1,4,,8H_pool=0.0931397305; 24H_pool=0.05646233426
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,efficiency,history_validity_exclusions,0,4,,8H_pool=0.0931397305; 24H_pool=0.05646233426
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,efficiency,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,origin_disagreement_bars,sufficient_support,1,4,,8H_pool=0.2250911804; 24H_pool=0.07569083507
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,origin_disagreement_bars,sign_consistency,0,4,,8H_pool=0.2250911804; 24H_pool=0.07569083507
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,origin_disagreement_bars,no_symbol_concentration,1,4,,8H_pool=0.2250911804; 24H_pool=0.07569083507
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,origin_disagreement_bars,leave_one_symbol_out,1,4,,8H_pool=0.2250911804; 24H_pool=0.07569083507
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,origin_disagreement_bars,merge_view_sign,1,4,,8H_pool=0.2250911804; 24H_pool=0.07569083507
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,origin_disagreement_bars,history_validity_exclusions,0,4,,8H_pool=0.2250911804; 24H_pool=0.07569083507
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,origin_disagreement_bars,transferable,0,4,,all six frozen criteria required
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,range_atr,sufficient_support,1,4,,8H_pool=0.9220729166; 24H_pool=1.013673654
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,range_atr,sign_consistency,1,4,,8H_pool=0.9220729166; 24H_pool=1.013673654
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,range_atr,no_symbol_concentration,1,4,,8H_pool=0.9220729166; 24H_pool=1.013673654
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,range_atr,leave_one_symbol_out,1,4,,8H_pool=0.9220729166; 24H_pool=1.013673654
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,range_atr,merge_view_sign,1,4,,8H_pool=0.9220729166; 24H_pool=1.013673654
transfer_criterion,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,range_atr,history_validity_exclusions,0,4,,8H_pool=0.9220729166; 24H_pool=1.013673654
transfer_decision,BOTH,POOLED_EQUAL_SYMBOL,OI,OI_EXPANSION_SHOCK,15m,HYBRID_ORIGIN,range_atr,transferable,0,4,,all six frozen criteria required
