instrument,child_scale,parent_direction,parent_start,counter_start,balance_start,reassertion_time,end_time,parent_invalidation_boundary,parent_intact,child_counter_motion,counter_progress_decay,balance_or_overlap,failed_counter_extension,parent_reassertion,reassertion_atr,counter_displacement_atr,counter_efficiency,overlap_ratio,alternation_rate,parent_elapsed_bars,child_elapsed_bars,child_parent_amplitude_ratio,child_parent_duration_ratio,parameter_factor,diagnostic_flag,diagnostic_reason,interval_id
ADAUSDT,1H_FALLBACK,UP,2024-12-10 00:00:00,2024-12-11 08:00:00,2024-12-11 20:00:00,2024-12-12 00:00:00,2024-12-12 00:00:00,0.91,1,1,0,1,0,1,0.666451,-0.963527,0.705028,0.608271,0.666667,8,4,1.12989,0.5,1.0,0,,ADA_3180
ADAUSDT,1H_FALLBACK,DOWN,2024-12-12 08:00:00,2024-12-13 16:00:00,2024-12-14 04:00:00,2024-12-14 08:00:00,2024-12-14 08:00:00,1.1789,1,1,1,1,1,1,0.534626,0.352272,0.584746,0.665241,1.0,8,4,0.517241,0.5,1.0,0,,ADA_3194
ADAUSDT,1H_FALLBACK,DOWN,2024-12-12 12:00:00,2024-12-13 20:00:00,2024-12-14 08:00:00,2024-12-14 12:00:00,2024-12-14 12:00:00,1.1604,1,1,1,1,0,1,0.547278,-0.623471,0.928287,0.561095,0.666667,8,4,0.836145,0.5,1.0,0,,ADA_3195
ADAUSDT,1H_FALLBACK,DOWN,2024-12-14 00:00:00,2024-12-15 08:00:00,2024-12-15 20:00:00,2024-12-16 00:00:00,2024-12-16 00:00:00,1.1332,1,1,1,1,1,1,0.802051,0.694605,0.930736,0.760405,1.0,8,4,0.749735,0.5,1.0,0,,ADA_3204
ADAUSDT,1H_FALLBACK,DOWN,2024-12-14 08:00:00,2024-12-15 16:00:00,2024-12-16 04:00:00,2024-12-16 08:00:00,2024-12-16 08:00:00,1.1256,1,1,1,1,1,1,1.033596,0.119096,0.068841,0.679811,1.0,8,4,0.800461,0.5,1.0,0,,ADA_3206
ADAUSDT,1H_FALLBACK,UP,2024-12-14 16:00:00,2024-12-16 00:00:00,2024-12-16 12:00:00,2024-12-16 16:00:00,2024-12-16 16:00:00,1.0389,1,1,1,1,0,1,1.001764,0.19974,0.10559,0.691399,0.666667,8,4,1.002725,0.5,1.0,0,,ADA_3208
ADAUSDT,1H_FALLBACK,DOWN,2024-12-15 20:00:00,2024-12-17 04:00:00,2024-12-17 16:00:00,2024-12-17 20:00:00,2024-12-17 20:00:00,1.121,1,1,1,1,1,1,0.525944,0.347281,0.188873,0.698339,1.0,8,4,0.952446,0.5,1.0,0,,ADA_3215
ADAUSDT,1H_FALLBACK,DOWN,2024-12-16 20:00:00,2024-12-18 04:00:00,2024-12-18 16:00:00,2024-12-18 20:00:00,2024-12-18 20:00:00,1.1119,1,1,1,1,0,1,1.083955,-0.363729,0.195876,0.607074,0.333333,8,4,1.324607,0.5,1.0,0,,ADA_3221
ADAUSDT,1H_FALLBACK,DOWN,2024-12-17 12:00:00,2024-12-18 20:00:00,2024-12-19 08:00:00,2024-12-19 12:00:00,2024-12-19 12:00:00,1.1098,1,1,1,1,1,1,1.017135,0.44744,1.0,0.502822,0.333333,8,4,0.99504,0.5,1.0,0,,ADA_3225
ADAUSDT,1H_FALLBACK,DOWN,2024-12-17 16:00:00,2024-12-19 00:00:00,2024-12-19 12:00:00,2024-12-19 16:00:00,2024-12-19 16:00:00,1.0988,1,1,1,1,0,1,1.484305,-0.854504,0.685885,0.488846,0.333333,8,4,0.9375,0.5,1.0,0,,ADA_3226
ADAUSDT,1H_FALLBACK,DOWN,2024-12-18 08:00:00,2024-12-19 16:00:00,2024-12-20 04:00:00,2024-12-20 08:00:00,2024-12-20 08:00:00,1.0592,1,1,1,1,0,1,2.375906,0.253191,0.271071,0.659202,0.333333,8,4,1.326531,0.5,1.0,0,,ADA_3230
ADAUSDT,1H_FALLBACK,DOWN,2024-12-21 04:00:00,2024-12-22 12:00:00,2024-12-23 00:00:00,2024-12-23 04:00:00,2024-12-23 04:00:00,0.9979,1,1,0,1,0,1,0.587767,0.478406,0.456103,0.803204,0.666667,8,4,0.465262,0.5,1.0,0,,ADA_3247
ADAUSDT,1H_FALLBACK,DOWN,2024-12-21 12:00:00,2024-12-22 20:00:00,2024-12-23 08:00:00,2024-12-23 12:00:00,2024-12-23 12:00:00,0.9596,1,1,1,1,1,1,0.751557,0.287562,0.198618,0.801615,1.0,8,4,0.63029,0.5,1.0,0,,ADA_3249
ADAUSDT,1H_FALLBACK,UP,2024-12-21 20:00:00,2024-12-23 04:00:00,2024-12-23 16:00:00,2024-12-23 20:00:00,2024-12-23 20:00:00,0.8589,1,1,1,1,0,1,0.949153,-0.131125,0.080063,0.699161,0.666667,8,4,1.193939,0.5,1.0,0,,ADA_3251
ADAUSDT,1H_FALLBACK,UP,2024-12-22 12:00:00,2024-12-23 20:00:00,2024-12-24 08:00:00,2024-12-24 12:00:00,2024-12-24 12:00:00,0.8589,1,1,1,1,0,1,1.06306,0.600091,0.714286,0.770188,0.333333,8,4,1.015101,0.5,1.0,0,,ADA_3255
ADAUSDT,1H_FALLBACK,DOWN,2024-12-25 12:00:00,2024-12-26 20:00:00,2024-12-27 08:00:00,2024-12-27 12:00:00,2024-12-27 12:00:00,0.9281,1,1,0,1,0,1,1.255172,2.007588,0.753378,0.666083,1.0,8,4,0.840999,0.5,1.0,0,,ADA_3273
ADAUSDT,1H_FALLBACK,DOWN,2024-12-25 20:00:00,2024-12-27 04:00:00,2024-12-27 16:00:00,2024-12-27 20:00:00,2024-12-27 20:00:00,0.9281,1,1,1,1,1,1,0.616499,1.220663,0.318777,0.831121,1.0,8,4,0.748062,0.5,1.0,0,,ADA_3275
ADAUSDT,1H_FALLBACK,DOWN,2024-12-27 16:00:00,2024-12-29 00:00:00,2024-12-29 12:00:00,2024-12-29 16:00:00,2024-12-29 16:00:00,0.9,1,1,1,1,0,1,0.70073,-0.380219,0.581081,0.49978,0.333333,8,4,1.288571,0.5,1.0,0,,ADA_3286
ADAUSDT,1H_FALLBACK,DOWN,2024-12-28 12:00:00,2024-12-29 20:00:00,2024-12-30 08:00:00,2024-12-30 12:00:00,2024-12-30 12:00:00,0.9123,1,1,1,1,1,1,1.396825,0.62469,0.677419,0.649949,1.0,8,4,1.621978,0.5,1.0,0,,ADA_3291
ADAUSDT,1H_FALLBACK,DOWN,2024-12-29 00:00:00,2024-12-30 08:00:00,2024-12-30 20:00:00,2024-12-31 00:00:00,2024-12-31 00:00:00,0.9123,1,1,1,1,0,1,0.512493,-0.43704,0.148748,0.710515,0.666667,8,4,0.845024,0.5,1.0,0,,ADA_3294
ADAUSDT,1H_FALLBACK,DOWN,2024-12-29 16:00:00,2024-12-31 00:00:00,2024-12-31 12:00:00,2024-12-31 16:00:00,2024-12-31 16:00:00,0.9048,1,1,1,1,1,1,0.738182,0.811368,0.793893,0.547357,0.666667,8,4,0.523936,0.5,1.0,0,,ADA_3298
