episode_view,episode_id,event_id,event_family,side,episode_start,episode_end,representative_event_id,is_representative,member_count
8H,FUNDING|FUNDING_HIGH|8H|00165,F000393,FUNDING,FUNDING_HIGH,2023-11-09T00:00:00Z,2023-11-09T08:00:00Z,F000393,1,1
8H,FUNDING|FUNDING_HIGH|8H|00166,F000394,FUNDING,FUNDING_HIGH,2023-11-09T08:00:00Z,2023-11-09T16:00:00Z,F000394,1,1
8H,FUNDING|FUNDING_HIGH|8H|00167,F000395,FUNDING,FUNDING_HIGH,2023-11-09T16:00:00Z,2023-11-10T00:00:00Z,F000395,1,1
8H,FUNDING|FUNDING_HIGH|8H|00168,F000396,FUNDING,FUNDING_HIGH,2023-11-10T00:00:00Z,2023-11-10T08:00:00Z,F000396,1,1
8H,FUNDING|FUNDING_HIGH|8H|00169,F000397,FUNDING,FUNDING_HIGH,2023-11-10T08:00:00Z,2023-11-10T16:00:00Z,F000397,1,1
8H,FUNDING|FUNDING_HIGH|8H|00170,F000398,FUNDING,FUNDING_HIGH,2023-11-10T16:00:00Z,2023-11-11T00:00:00Z,F000398,1,1
8H,FUNDING|FUNDING_HIGH|8H|00171,F000399,FUNDING,FUNDING_HIGH,2023-11-11T00:00:00Z,2023-11-11T08:00:00Z,F000399,1,1
8H,FUNDING|FUNDING_HIGH|8H|00172,F000400,FUNDING,FUNDING_HIGH,2023-11-11T08:00:00Z,2023-11-11T16:00:00Z,F000400,1,1
8H,FUNDING|FUNDING_HIGH|8H|00173,F000401,FUNDING,FUNDING_HIGH,2023-11-11T16:00:00Z,2023-11-12T00:00:00Z,F000401,1,1
8H,FUNDING|FUNDING_HIGH|8H|00174,F000402,FUNDING,FUNDING_HIGH,2023-11-12T00:00:00Z,2023-11-12T08:00:00Z,F000402,1,1
8H,FUNDING|FUNDING_HIGH|8H|00175,F000404,FUNDING,FUNDING_HIGH,2023-11-12T16:00:00Z,2023-11-13T00:00:00Z,F000404,1,1
8H,FUNDING|FUNDING_HIGH|8H|00176,F000405,FUNDING,FUNDING_HIGH,2023-11-13T00:00:00Z,2023-11-13T08:00:00Z,F000405,1,1
8H,FUNDING|FUNDING_HIGH|8H|00177,F000406,FUNDING,FUNDING_HIGH,2023-11-13T08:00:00Z,2023-11-13T16:00:00Z,F000406,1,1
8H,FUNDING|FUNDING_HIGH|8H|00178,F000407,FUNDING,FUNDING_HIGH,2023-11-13T16:00:00Z,2023-11-14T00:00:00Z,F000407,1,1
8H,FUNDING|FUNDING_HIGH|8H|00179,F000413,FUNDING,FUNDING_HIGH,2023-11-15T16:00:00Z,2023-11-16T00:00:00Z,F000413,1,1
8H,FUNDING|FUNDING_HIGH|8H|00180,F000415,FUNDING,FUNDING_HIGH,2023-11-16T08:00:00Z,2023-11-16T16:00:00Z,F000415,1,1
8H,FUNDING|FUNDING_HIGH|8H|00181,F000416,FUNDING,FUNDING_HIGH,2023-11-16T16:00:00Z,2023-11-17T00:00:00Z,F000416,1,1
8H,FUNDING|FUNDING_HIGH|8H|00182,F000466,FUNDING,FUNDING_HIGH,2023-12-03T08:00:00Z,2023-12-03T16:00:00Z,F000466,1,1
8H,FUNDING|FUNDING_HIGH|8H|00183,F000467,FUNDING,FUNDING_HIGH,2023-12-03T16:00:00Z,2023-12-04T00:00:00Z,F000467,1,1
8H,FUNDING|FUNDING_HIGH|8H|00184,F000469,FUNDING,FUNDING_HIGH,2023-12-04T08:00:00Z,2023-12-04T16:00:00Z,F000469,1,1
8H,FUNDING|FUNDING_HIGH|8H|00185,F000475,FUNDING,FUNDING_HIGH,2023-12-06T08:00:00Z,2023-12-06T16:00:00Z,F000475,1,1
8H,FUNDING|FUNDING_HIGH|8H|00186,F000479,FUNDING,FUNDING_HIGH,2023-12-07T16:00:00Z,2023-12-08T00:00:00Z,F000479,1,1
8H,FUNDING|FUNDING_HIGH|8H|00187,F000480,FUNDING,FUNDING_HIGH,2023-12-08T00:00:00Z,2023-12-08T08:00:00Z,F000480,1,1
8H,FUNDING|FUNDING_HIGH|8H|00188,F000481,FUNDING,FUNDING_HIGH,2023-12-08T08:00:00Z,2023-12-08T16:00:00Z,F000481,1,1
8H,FUNDING|FUNDING_HIGH|8H|00189,F000482,FUNDING,FUNDING_HIGH,2023-12-08T16:00:00Z,2023-12-09T00:00:00Z,F000482,1,1
8H,FUNDING|FUNDING_HIGH|8H|00190,F000483,FUNDING,FUNDING_HIGH,2023-12-09T00:00:00Z,2023-12-09T08:00:00Z,F000483,1,1
8H,FUNDING|FUNDING_HIGH|8H|00191,F000484,FUNDING,FUNDING_HIGH,2023-12-09T08:00:00Z,2023-12-09T16:00:00Z,F000484,1,1
8H,FUNDING|FUNDING_HIGH|8H|00192,F000485,FUNDING,FUNDING_HIGH,2023-12-09T16:00:00Z,2023-12-10T00:00:00Z,F000485,1,1
8H,FUNDING|FUNDING_HIGH|8H|00193,F000486,FUNDING,FUNDING_HIGH,2023-12-10T00:00:00Z,2023-12-10T08:00:00Z,F000486,1,1
8H,FUNDING|FUNDING_HIGH|8H|00194,F000522,FUNDING,FUNDING_HIGH,2023-12-22T00:00:00Z,2023-12-22T08:00:00Z,F000522,1,1
8H,FUNDING|FUNDING_HIGH|8H|00195,F000523,FUNDING,FUNDING_HIGH,2023-12-22T08:00:00Z,2023-12-22T16:00:00Z,F000523,1,1
8H,FUNDING|FUNDING_HIGH|8H|00196,F000524,FUNDING,FUNDING_HIGH,2023-12-22T16:00:00Z,2023-12-23T00:00:00Z,F000524,1,1
8H,FUNDING|FUNDING_HIGH|8H|00197,F000529,FUNDING,FUNDING_HIGH,2023-12-24T08:00:00Z,2023-12-24T16:00:00Z,F000529,1,1
8H,FUNDING|FUNDING_HIGH|8H|00198,F000533,FUNDING,FUNDING_HIGH,2023-12-25T16:00:00Z,2023-12-26T00:00:00Z,F000533,1,1
8H,FUNDING|FUNDING_HIGH|8H|00199,F000534,FUNDING,FUNDING_HIGH,2023-12-26T00:00:00Z,2023-12-26T08:00:00Z,F000534,1,1
8H,FUNDING|FUNDING_HIGH|8H|00200,F000535,FUNDING,FUNDING_HIGH,2023-12-26T08:00:00Z,2023-12-26T16:00:00Z,F000535,1,1
8H,FUNDING|FUNDING_HIGH|8H|00201,F000536,FUNDING,FUNDING_HIGH,2023-12-26T16:00:00Z,2023-12-27T00:00:00Z,F000536,1,1
8H,FUNDING|FUNDING_HIGH|8H|00202,F000539,FUNDING,FUNDING_HIGH,2023-12-27T16:00:00Z,2023-12-28T00:00:00Z,F000539,1,1
8H,FUNDING|FUNDING_HIGH|8H|00203,F000540,FUNDING,FUNDING_HIGH,2023-12-28T00:00:00Z,2023-12-28T08:00:00Z,F000540,1,1
8H,FUNDING|FUNDING_HIGH|8H|00204,F000541,FUNDING,FUNDING_HIGH,2023-12-28T08:00:00Z,2023-12-28T16:00:00Z,F000541,1,1
8H,FUNDING|FUNDING_HIGH|8H|00205,F000542,FUNDING,FUNDING_HIGH,2023-12-28T16:00:00Z,2023-12-29T00:00:00Z,F000542,1,1
8H,FUNDING|FUNDING_HIGH|8H|00206,F000543,FUNDING,FUNDING_HIGH,2023-12-29T00:00:00Z,2023-12-29T08:00:00Z,F000543,1,1
8H,FUNDING|FUNDING_HIGH|8H|00207,F000545,FUNDING,FUNDING_HIGH,2023-12-29T16:00:00Z,2023-12-30T00:00:00Z,F000545,1,1
8H,FUNDING|FUNDING_HIGH|8H|00208,F000551,FUNDING,FUNDING_HIGH,2023-12-31T16:00:00Z,2024-01-01T00:00:00Z,F000551,1,1
8H,FUNDING|FUNDING_HIGH|8H|00209,F000555,FUNDING,FUNDING_HIGH,2024-01-02T00:00:00Z,2024-01-02T08:00:00Z,F000555,1,1
8H,FUNDING|FUNDING_HIGH|8H|00210,F000556,FUNDING,FUNDING_HIGH,2024-01-02T08:00:00Z,2024-01-02T16:00:00Z,F000556,1,1
8H,FUNDING|FUNDING_HIGH|8H|00211,F000557,FUNDING,FUNDING_HIGH,2024-01-02T16:00:00Z,2024-01-03T00:00:00Z,F000557,1,1
8H,FUNDING|FUNDING_HIGH|8H|00212,F000724,FUNDING,FUNDING_HIGH,2024-02-27T08:00:00Z,2024-02-27T16:00:00Z,F000724,1,1
8H,FUNDING|FUNDING_HIGH|8H|00213,F000728,FUNDING,FUNDING_HIGH,2024-02-28T16:00:00Z,2024-02-29T00:00:00Z,F000728,1,1
8H,FUNDING|FUNDING_HIGH|8H|00214,F000730,FUNDING,FUNDING_HIGH,2024-02-29T08:00:00Z,2024-02-29T16:00:00Z,F000730,1,1
8H,FUNDING|FUNDING_HIGH|8H|00215,F000731,FUNDING,FUNDING_HIGH,2024-02-29T16:00:00Z,2024-03-01T00:00:00Z,F000731,1,1
8H,FUNDING|FUNDING_HIGH|8H|00216,F000735,FUNDING,FUNDING_HIGH,2024-03-02T00:00:00Z,2024-03-02T08:00:00Z,F000735,1,1
8H,FUNDING|FUNDING_HIGH|8H|00217,F000736,FUNDING,FUNDING_HIGH,2024-03-02T08:00:00Z,2024-03-02T16:00:00Z,F000736,1,1
8H,FUNDING|FUNDING_HIGH|8H|00218,F000741,FUNDING,FUNDING_HIGH,2024-03-04T00:00:00Z,2024-03-04T08:00:00Z,F000741,1,1
8H,FUNDING|FUNDING_HIGH|8H|00219,F000742,FUNDING,FUNDING_HIGH,2024-03-04T08:00:00Z,2024-03-04T16:00:00Z,F000742,1,1
8H,FUNDING|FUNDING_HIGH|8H|00220,F000743,FUNDING,FUNDING_HIGH,2024-03-04T16:00:00Z,2024-03-05T00:00:00Z,F000743,1,1
8H,FUNDING|FUNDING_HIGH|8H|00221,F000745,FUNDING,FUNDING_HIGH,2024-03-05T08:00:00Z,2024-03-05T16:00:00Z,F000745,1,1
8H,FUNDING|FUNDING_HIGH|8H|00222,F000746,FUNDING,FUNDING_HIGH,2024-03-05T16:00:00Z,2024-03-06T00:00:00Z,F000746,1,1
8H,FUNDING|FUNDING_HIGH|8H|00223,F000759,FUNDING,FUNDING_HIGH,2024-03-10T00:00:00Z,2024-03-10T08:00:00Z,F000759,1,1
8H,FUNDING|FUNDING_HIGH|8H|00224,F000760,FUNDING,FUNDING_HIGH,2024-03-10T08:00:00Z,2024-03-10T16:00:00Z,F000760,1,1
8H,FUNDING|FUNDING_HIGH|8H|00225,F000765,FUNDING,FUNDING_HIGH,2024-03-12T00:00:00Z,2024-03-12T08:00:00Z,F000765,1,1
8H,FUNDING|FUNDING_HIGH|8H|00226,F000769,FUNDING,FUNDING_HIGH,2024-03-13T08:00:00Z,2024-03-13T16:00:00Z,F000769,1,1
8H,FUNDING|FUNDING_HIGH|8H|00227,F001127,FUNDING,FUNDING_HIGH,2024-07-10T16:00:00Z,2024-07-11T00:00:00Z,F001127,1,1
8H,FUNDING|FUNDING_HIGH|8H|00228,F001128,FUNDING,FUNDING_HIGH,2024-07-11T00:00:00Z,2024-07-11T08:00:00Z,F001128,1,1
8H,FUNDING|FUNDING_HIGH|8H|00229,F001137,FUNDING,FUNDING_HIGH,2024-07-14T00:00:00Z,2024-07-14T08:00:00Z,F001137,1,1
8H,FUNDING|FUNDING_HIGH|8H|00230,F001140,FUNDING,FUNDING_HIGH,2024-07-15T00:00:00Z,2024-07-15T08:00:00Z,F001140,1,1
8H,FUNDING|FUNDING_HIGH|8H|00231,F001143,FUNDING,FUNDING_HIGH,2024-07-16T00:00:00Z,2024-07-16T08:00:00Z,F001143,1,1
8H,FUNDING|FUNDING_HIGH|8H|00232,F001145,FUNDING,FUNDING_HIGH,2024-07-16T16:00:00Z,2024-07-17T00:00:00Z,F001145,1,1
8H,FUNDING|FUNDING_HIGH|8H|00233,F001147,FUNDING,FUNDING_HIGH,2024-07-17T08:00:00Z,2024-07-17T16:00:00Z,F001147,1,1
8H,FUNDING|FUNDING_HIGH|8H|00234,F001148,FUNDING,FUNDING_HIGH,2024-07-17T16:00:00Z,2024-07-18T00:00:00Z,F001148,1,1
8H,FUNDING|FUNDING_HIGH|8H|00235,F001154,FUNDING,FUNDING_HIGH,2024-07-19T16:00:00Z,2024-07-20T00:00:00Z,F001154,1,1
8H,FUNDING|FUNDING_HIGH|8H|00236,F001155,FUNDING,FUNDING_HIGH,2024-07-20T00:00:00Z,2024-07-20T08:00:00Z,F001155,1,1
8H,FUNDING|FUNDING_HIGH|8H|00237,F001156,FUNDING,FUNDING_HIGH,2024-07-20T08:00:00Z,2024-07-20T16:00:00Z,F001156,1,1
8H,FUNDING|FUNDING_HIGH|8H|00238,F001158,FUNDING,FUNDING_HIGH,2024-07-21T00:00:00Z,2024-07-21T08:00:00Z,F001158,1,1
8H,FUNDING|FUNDING_HIGH|8H|00239,F001159,FUNDING,FUNDING_HIGH,2024-07-21T08:00:00Z,2024-07-21T16:00:00Z,F001159,1,1
8H,FUNDING|FUNDING_HIGH|8H|00240,F001160,FUNDING,FUNDING_HIGH,2024-07-21T16:00:00Z,2024-07-22T00:00:00Z,F001160,1,1
8H,FUNDING|FUNDING_HIGH|8H|00241,F001163,FUNDING,FUNDING_HIGH,2024-07-22T16:00:00Z,2024-07-23T00:00:00Z,F001163,1,1
8H,FUNDING|FUNDING_HIGH|8H|00242,F001164,FUNDING,FUNDING_HIGH,2024-07-23T00:00:00Z,2024-07-23T08:00:00Z,F001164,1,1
8H,FUNDING|FUNDING_HIGH|8H|00243,F001167,FUNDING,FUNDING_HIGH,2024-07-24T00:00:00Z,2024-07-24T08:00:00Z,F001167,1,1
8H,FUNDING|FUNDING_HIGH|8H|00244,F001169,FUNDING,FUNDING_HIGH,2024-07-24T16:00:00Z,2024-07-25T00:00:00Z,F001169,1,1
8H,FUNDING|FUNDING_HIGH|8H|00245,F001170,FUNDING,FUNDING_HIGH,2024-07-25T00:00:00Z,2024-07-25T08:00:00Z,F001170,1,1
8H,FUNDING|FUNDING_HIGH|8H|00246,F001171,FUNDING,FUNDING_HIGH,2024-07-25T08:00:00Z,2024-07-25T16:00:00Z,F001171,1,1
8H,FUNDING|FUNDING_HIGH|8H|00247,F001174,FUNDING,FUNDING_HIGH,2024-07-26T08:00:00Z,2024-07-26T16:00:00Z,F001174,1,1
8H,FUNDING|FUNDING_HIGH|8H|00248,F001175,FUNDING,FUNDING_HIGH,2024-07-26T16:00:00Z,2024-07-27T00:00:00Z,F001175,1,1
8H,FUNDING|FUNDING_HIGH|8H|00249,F001176,FUNDING,FUNDING_HIGH,2024-07-27T00:00:00Z,2024-07-27T08:00:00Z,F001176,1,1
8H,FUNDING|FUNDING_HIGH|8H|00250,F001177,FUNDING,FUNDING_HIGH,2024-07-27T08:00:00Z,2024-07-27T16:00:00Z,F001177,1,1
8H,FUNDING|FUNDING_HIGH|8H|00251,F001178,FUNDING,FUNDING_HIGH,2024-07-27T16:00:00Z,2024-07-28T00:00:00Z,F001178,1,1
8H,FUNDING|FUNDING_HIGH|8H|00252,F001179,FUNDING,FUNDING_HIGH,2024-07-28T00:00:00Z,2024-07-28T08:00:00Z,F001179,1,1
8H,FUNDING|FUNDING_HIGH|8H|00253,F001180,FUNDING,FUNDING_HIGH,2024-07-28T08:00:00Z,2024-07-28T16:00:00Z,F001180,1,1
8H,FUNDING|FUNDING_HIGH|8H|00254,F001182,FUNDING,FUNDING_HIGH,2024-07-29T00:00:00Z,2024-07-29T08:00:00Z,F001182,1,1
8H,FUNDING|FUNDING_HIGH|8H|00255,F001183,FUNDING,FUNDING_HIGH,2024-07-29T08:00:00Z,2024-07-29T16:00:00Z,F001183,1,1
8H,FUNDING|FUNDING_HIGH|8H|00256,F001184,FUNDING,FUNDING_HIGH,2024-07-29T16:00:00Z,2024-07-30T00:00:00Z,F001184,1,1
8H,FUNDING|FUNDING_HIGH|8H|00257,F001195,FUNDING,FUNDING_HIGH,2024-08-02T08:00:00Z,2024-08-02T16:00:00Z,F001195,1,1
8H,FUNDING|FUNDING_HIGH|8H|00258,F001208,FUNDING,FUNDING_HIGH,2024-08-06T16:00:00Z,2024-08-07T00:00:00Z,F001208,1,1
8H,FUNDING|FUNDING_HIGH|8H|00259,F001211,FUNDING,FUNDING_HIGH,2024-08-07T16:00:00Z,2024-08-08T00:00:00Z,F001211,1,1
8H,FUNDING|FUNDING_HIGH|8H|00260,F001212,FUNDING,FUNDING_HIGH,2024-08-08T00:00:00Z,2024-08-08T08:00:00Z,F001212,1,1
8H,FUNDING|FUNDING_HIGH|8H|00261,F001219,FUNDING,FUNDING_HIGH,2024-08-10T08:00:00Z,2024-08-10T16:00:00Z,F001219,1,1
8H,FUNDING|FUNDING_HIGH|8H|00262,F001221,FUNDING,FUNDING_HIGH,2024-08-11T00:00:00Z,2024-08-11T08:00:00Z,F001221,1,1
8H,FUNDING|FUNDING_HIGH|8H|00263,F001230,FUNDING,FUNDING_HIGH,2024-08-14T00:00:00Z,2024-08-14T08:00:00Z,F001230,1,1
8H,FUNDING|FUNDING_HIGH|8H|00264,F001235,FUNDING,FUNDING_HIGH,2024-08-15T16:00:00Z,2024-08-16T00:00:00Z,F001235,1,1
8H,FUNDING|FUNDING_HIGH|8H|00265,F001239,FUNDING,FUNDING_HIGH,2024-08-17T00:00:00Z,2024-08-17T08:00:00Z,F001239,1,1
8H,FUNDING|FUNDING_HIGH|8H|00266,F001243,FUNDING,FUNDING_HIGH,2024-08-18T08:00:00Z,2024-08-18T16:00:00Z,F001243,1,1
8H,FUNDING|FUNDING_HIGH|8H|00267,F001244,FUNDING,FUNDING_HIGH,2024-08-18T16:00:00Z,2024-08-19T00:00:00Z,F001244,1,1
8H,FUNDING|FUNDING_HIGH|8H|00268,F001248,FUNDING,FUNDING_HIGH,2024-08-20T00:00:00Z,2024-08-20T08:00:00Z,F001248,1,1
8H,FUNDING|FUNDING_HIGH|8H|00269,F001256,FUNDING,FUNDING_HIGH,2024-08-22T16:00:00Z,2024-08-23T00:00:00Z,F001256,1,1
8H,FUNDING|FUNDING_HIGH|8H|00270,F001260,FUNDING,FUNDING_HIGH,2024-08-24T00:00:00Z,2024-08-24T08:00:00Z,F001260,1,1
8H,FUNDING|FUNDING_HIGH|8H|00271,F001262,FUNDING,FUNDING_HIGH,2024-08-24T16:00:00Z,2024-08-25T00:00:00Z,F001262,1,1
8H,FUNDING|FUNDING_HIGH|8H|00272,F001271,FUNDING,FUNDING_HIGH,2024-08-27T16:00:00Z,2024-08-28T00:00:00Z,F001271,1,1
8H,FUNDING|FUNDING_HIGH|8H|00273,F001279,FUNDING,FUNDING_HIGH,2024-08-30T08:00:00Z,2024-08-30T16:00:00Z,F001279,1,1
8H,FUNDING|FUNDING_HIGH|8H|00274,F001299,FUNDING,FUNDING_HIGH,2024-09-06T00:00:00Z,2024-09-06T08:00:00Z,F001299,1,1
8H,FUNDING|FUNDING_HIGH|8H|00275,F001300,FUNDING,FUNDING_HIGH,2024-09-06T08:00:00Z,2024-09-06T16:00:00Z,F001300,1,1
8H,FUNDING|FUNDING_HIGH|8H|00276,F001304,FUNDING,FUNDING_HIGH,2024-09-07T16:00:00Z,2024-09-08T00:00:00Z,F001304,1,1
8H,FUNDING|FUNDING_HIGH|8H|00277,F001311,FUNDING,FUNDING_HIGH,2024-09-10T00:00:00Z,2024-09-10T08:00:00Z,F001311,1,1
8H,FUNDING|FUNDING_HIGH|8H|00278,F001312,FUNDING,FUNDING_HIGH,2024-09-10T08:00:00Z,2024-09-10T16:00:00Z,F001312,1,1
8H,FUNDING|FUNDING_HIGH|8H|00279,F001314,FUNDING,FUNDING_HIGH,2024-09-11T00:00:00Z,2024-09-11T08:00:00Z,F001314,1,1
8H,FUNDING|FUNDING_HIGH|8H|00280,F001320,FUNDING,FUNDING_HIGH,2024-09-13T00:00:00Z,2024-09-13T08:00:00Z,F001320,1,1
8H,FUNDING|FUNDING_HIGH|8H|00281,F001322,FUNDING,FUNDING_HIGH,2024-09-13T16:00:00Z,2024-09-14T00:00:00Z,F001322,1,1
8H,FUNDING|FUNDING_HIGH|8H|00282,F001338,FUNDING,FUNDING_HIGH,2024-09-19T00:00:00Z,2024-09-19T08:00:00Z,F001338,1,1
8H,FUNDING|FUNDING_HIGH|8H|00283,F001339,FUNDING,FUNDING_HIGH,2024-09-19T08:00:00Z,2024-09-19T16:00:00Z,F001339,1,1
8H,FUNDING|FUNDING_HIGH|8H|00284,F001340,FUNDING,FUNDING_HIGH,2024-09-19T16:00:00Z,2024-09-20T00:00:00Z,F001340,1,1
8H,FUNDING|FUNDING_HIGH|8H|00285,F001341,FUNDING,FUNDING_HIGH,2024-09-20T00:00:00Z,2024-09-20T08:00:00Z,F001341,1,1
8H,FUNDING|FUNDING_HIGH|8H|00286,F001342,FUNDING,FUNDING_HIGH,2024-09-20T08:00:00Z,2024-09-20T16:00:00Z,F001342,1,1
8H,FUNDING|FUNDING_HIGH|8H|00287,F001343,FUNDING,FUNDING_HIGH,2024-09-20T16:00:00Z,2024-09-21T00:00:00Z,F001343,1,1
8H,FUNDING|FUNDING_HIGH|8H|00288,F001344,FUNDING,FUNDING_HIGH,2024-09-21T00:00:00Z,2024-09-21T08:00:00Z,F001344,1,1
8H,FUNDING|FUNDING_HIGH|8H|00289,F001346,FUNDING,FUNDING_HIGH,2024-09-21T16:00:00Z,2024-09-22T00:00:00Z,F001346,1,1
8H,FUNDING|FUNDING_HIGH|8H|00290,F001347,FUNDING,FUNDING_HIGH,2024-09-22T00:00:00Z,2024-09-22T08:00:00Z,F001347,1,1
8H,FUNDING|FUNDING_HIGH|8H|00291,F001349,FUNDING,FUNDING_HIGH,2024-09-22T16:00:00Z,2024-09-23T00:00:00Z,F001349,1,1
8H,FUNDING|FUNDING_HIGH|8H|00292,F001351,FUNDING,FUNDING_HIGH,2024-09-23T08:00:00Z,2024-09-23T16:00:00Z,F001351,1,1
8H,FUNDING|FUNDING_HIGH|8H|00293,F001352,FUNDING,FUNDING_HIGH,2024-09-23T16:00:00Z,2024-09-24T00:00:00Z,F001352,1,1
8H,FUNDING|FUNDING_HIGH|8H|00294,F001353,FUNDING,FUNDING_HIGH,2024-09-24T00:00:00Z,2024-09-24T08:00:00Z,F001353,1,1
8H,FUNDING|FUNDING_HIGH|8H|00295,F001354,FUNDING,FUNDING_HIGH,2024-09-24T08:00:00Z,2024-09-24T16:00:00Z,F001354,1,1
8H,FUNDING|FUNDING_HIGH|8H|00296,F001355,FUNDING,FUNDING_HIGH,2024-09-24T16:00:00Z,2024-09-25T00:00:00Z,F001355,1,1
8H,FUNDING|FUNDING_HIGH|8H|00297,F001357,FUNDING,FUNDING_HIGH,2024-09-25T08:00:00Z,2024-09-25T16:00:00Z,F001357,1,1
8H,FUNDING|FUNDING_HIGH|8H|00298,F001358,FUNDING,FUNDING_HIGH,2024-09-25T16:00:00Z,2024-09-26T00:00:00Z,F001358,1,1
8H,FUNDING|FUNDING_HIGH|8H|00299,F001359,FUNDING,FUNDING_HIGH,2024-09-26T00:00:00Z,2024-09-26T08:00:00Z,F001359,1,1
8H,FUNDING|FUNDING_HIGH|8H|00300,F001360,FUNDING,FUNDING_HIGH,2024-09-26T08:00:00Z,2024-09-26T16:00:00Z,F001360,1,1
8H,FUNDING|FUNDING_HIGH|8H|00301,F001361,FUNDING,FUNDING_HIGH,2024-09-26T16:00:00Z,2024-09-27T00:00:00Z,F001361,1,1
8H,FUNDING|FUNDING_HIGH|8H|00302,F001362,FUNDING,FUNDING_HIGH,2024-09-27T00:00:00Z,2024-09-27T08:00:00Z,F001362,1,1
8H,FUNDING|FUNDING_HIGH|8H|00303,F001363,FUNDING,FUNDING_HIGH,2024-09-27T08:00:00Z,2024-09-27T16:00:00Z,F001363,1,1
8H,FUNDING|FUNDING_HIGH|8H|00304,F001365,FUNDING,FUNDING_HIGH,2024-09-28T00:00:00Z,2024-09-28T08:00:00Z,F001365,1,1
8H,FUNDING|FUNDING_HIGH|8H|00305,F001366,FUNDING,FUNDING_HIGH,2024-09-28T08:00:00Z,2024-09-28T16:00:00Z,F001366,1,1
8H,FUNDING|FUNDING_HIGH|8H|00306,F001367,FUNDING,FUNDING_HIGH,2024-09-28T16:00:00Z,2024-09-29T00:00:00Z,F001367,1,1
8H,FUNDING|FUNDING_HIGH|8H|00307,F001368,FUNDING,FUNDING_HIGH,2024-09-29T00:00:00Z,2024-09-29T08:00:00Z,F001368,1,1
8H,FUNDING|FUNDING_HIGH|8H|00308,F001369,FUNDING,FUNDING_HIGH,2024-09-29T08:00:00Z,2024-09-29T16:00:00Z,F001369,1,1
8H,FUNDING|FUNDING_HIGH|8H|00309,F001370,FUNDING,FUNDING_HIGH,2024-09-29T16:00:00Z,2024-09-30T00:00:00Z,F001370,1,1
8H,FUNDING|FUNDING_HIGH|8H|00310,F001371,FUNDING,FUNDING_HIGH,2024-09-30T00:00:00Z,2024-09-30T08:00:00Z,F001371,1,1
8H,FUNDING|FUNDING_HIGH|8H|00311,F001372,FUNDING,FUNDING_HIGH,2024-09-30T08:00:00Z,2024-09-30T16:00:00Z,F001372,1,1
8H,FUNDING|FUNDING_HIGH|8H|00312,F001373,FUNDING,FUNDING_HIGH,2024-09-30T16:00:00Z,2024-10-01T00:00:00Z,F001373,1,1
8H,FUNDING|FUNDING_HIGH|8H|00313,F001386,FUNDING,FUNDING_HIGH,2024-10-05T00:00:00Z,2024-10-05T08:00:00Z,F001386,1,1
8H,FUNDING|FUNDING_HIGH|8H|00314,F001397,FUNDING,FUNDING_HIGH,2024-10-08T16:00:00Z,2024-10-09T00:00:00Z,F001397,1,1
8H,FUNDING|FUNDING_HIGH|8H|00315,F001398,FUNDING,FUNDING_HIGH,2024-10-09T00:00:00Z,2024-10-09T08:00:00Z,F001398,1,1
8H,FUNDING|FUNDING_HIGH|8H|00316,F001400,FUNDING,FUNDING_HIGH,2024-10-09T16:00:00Z,2024-10-10T00:00:00Z,F001400,1,1
8H,FUNDING|FUNDING_HIGH|8H|00317,F001402,FUNDING,FUNDING_HIGH,2024-10-10T08:00:00Z,2024-10-10T16:00:00Z,F001402,1,1
8H,FUNDING|FUNDING_HIGH|8H|00318,F001404,FUNDING,FUNDING_HIGH,2024-10-11T00:00:00Z,2024-10-11T08:00:00Z,F001404,1,1
8H,FUNDING|FUNDING_HIGH|8H|00319,F001407,FUNDING,FUNDING_HIGH,2024-10-12T00:00:00Z,2024-10-12T08:00:00Z,F001407,1,1
8H,FUNDING|FUNDING_HIGH|8H|00320,F001408,FUNDING,FUNDING_HIGH,2024-10-12T08:00:00Z,2024-10-12T16:00:00Z,F001408,1,1
8H,FUNDING|FUNDING_HIGH|8H|00321,F001409,FUNDING,FUNDING_HIGH,2024-10-12T16:00:00Z,2024-10-13T00:00:00Z,F001409,1,1
8H,FUNDING|FUNDING_HIGH|8H|00322,F001410,FUNDING,FUNDING_HIGH,2024-10-13T00:00:00Z,2024-10-13T08:00:00Z,F001410,1,1
8H,FUNDING|FUNDING_HIGH|8H|00323,F001411,FUNDING,FUNDING_HIGH,2024-10-13T08:00:00Z,2024-10-13T16:00:00Z,F001411,1,1
8H,FUNDING|FUNDING_HIGH|8H|00324,F001412,FUNDING,FUNDING_HIGH,2024-10-13T16:00:00Z,2024-10-14T00:00:00Z,F001412,1,1
8H,FUNDING|FUNDING_HIGH|8H|00325,F001413,FUNDING,FUNDING_HIGH,2024-10-14T00:00:00Z,2024-10-14T08:00:00Z,F001413,1,1
8H,FUNDING|FUNDING_HIGH|8H|00326,F001415,FUNDING,FUNDING_HIGH,2024-10-14T16:00:00Z,2024-10-15T00:00:00Z,F001415,1,1
8H,FUNDING|FUNDING_HIGH|8H|00327,F001416,FUNDING,FUNDING_HIGH,2024-10-15T00:00:00Z,2024-10-15T08:00:00Z,F001416,1,1
8H,FUNDING|FUNDING_HIGH|8H|00328,F001417,FUNDING,FUNDING_HIGH,2024-10-15T08:00:00Z,2024-10-15T16:00:00Z,F001417,1,1
